"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"A1307","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+5 en ingénierie forestière, sciences agronomiques ou gestion de l''environnement."
"A1307","4","acces_metier","2","Les postes spécifiques liés à la fonction publique sont accessibles par voie de concours."
"A1308","3","definition","1","Le Technicien de l''insémination animale réalise l''insémination artificielle sur différents animaux pour améliorer les performances génétiques des élevages."
"A1308","3","definition","2","Conseille les éleveurs sur les meilleures pratiques de reproduction et les stratégies d''amélioration et la conduite génétique des élevages"
"A1308","3","definition","3","Suit les protocoles de sécurité et d''hygiène lors des inséminations pour garantir la santé animale et la qualité des interventions"
"A1308","3","definition","4","Gère la traçabilité des interventions et des données génétiques pour assurer la conformité réglementaire"
"A1308","3","definition","5","Conseille les éleveurs sur les meilleures pratiques de reproduction et les génotypages"
"A1308","3","definition","6","Participe à la gestion des stocks de semences et à la planification des sessions d''insémination"
"A1308","3","definition","7","Peut être impliqué dans la recherche et le développement de nouvelles techniques d''insémination"
"A1308","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac à Bac +3 dans le domaine de l''élevage ou de la gestion d''entreprise agricole, complété d''une certification."
"A1308","4","acces_metier","2","La pratique de l''insémination en monte publique est réglementée par le Code rural en France et requiert l''obtention préalable d''un Certificat d''aptitude aux fonctions de technicien d''insémination (CAFTI)."
"A1309","3","definition","1","Le Technicien d''élevage équin, professionnel passionné par le monde équestre, supervise et coordonne toutes les activités d''un élevage de chevaux."
"A1309","3","definition","2","Assure le suivi sanitaire et alimentaire des équidés"
"A1309","3","definition","3","Gère la reproduction et le bien-être des chevaux"
"A1309","3","definition","4","Organise et participe aux entraînements des chevaux"
"A1309","3","definition","5","Contribue à la préparation des chevaux pour les compétitions ou la vente"
"A1309","3","definition","6","Peut participer à la gestion administrative et financière de l''élevage"
"A1309","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau BP à Bac +3 dans le domaine de l''élevage ou une formation spécifique de technicien d''élevage équin. Un certificat de transport d''animaux vivants peut être un atout."
"A1310","3","definition","1","Le technicien de production animale assiste les éleveurs et maintient et améliore la qualité de la production animale."
"A1310","3","definition","2","Supervise et optimise les processus de production animale pour garantir la qualité et la quantité des produits"
"A1310","3","definition","3","Contrôle la santé et le bien-être des animaux, en veillant à leur alimentation et à leur environnement"
"A1310","3","definition","4","Gère la reproduction des animaux et suit le développement des jeunes"
"A1310","3","definition","5","Maintient à jour les registres de production et de santé animale conformément aux réglementations"
"A1310","3","definition","6","Collabore avec des vétérinaires pour prévenir et traiter les maladies animales"
"A1310","3","definition","7","Participe à la recherche et à l''implémentation de nouvelles techniques pour améliorer l''efficacité de l''élevage"
"A1310","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau Bac à Bac +3 en agriculture, élevage et productions Animales."
"A1311","3","definition","1","Le technicien forestier, spécialisé dans la gestion, l''entretien et la conservation des forêts, met en œuvre des programmes de gestion forestière durable."
"A1311","3","definition","2","Gère et surveille la forêt en lien avec les autres professionnels forestiers"
"A1311","3","definition","3","Planifie et supervise les opérations de reboisement et de coupe"
"A1311","3","definition","4","Renseigne et sensibilise le public à la biodiversité"
"A1311","3","definition","5","Conseille les propriétaires ou les élus sur les meilleures pratiques de gestion durable des forêts"
"A1311","3","definition","6","Participe à la prévention et à la gestion des risques naturels (incendies, maladies)"
"A1311","3","definition","7","Collabore avec des organismes publics et privés pour la mise en œuvre de projets forestiers"
"A1311","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau Bac à bac +3 en gestion des milieux naturels, de l''environnement ou en gestion forestière. Une expérience dans un métier de la sylviculture est un atout complémentaire."
"A1311","4","acces_metier","2","L''Office National des Forêts recrute également par voie de concours."
"A1312","3","definition","1","Le directeur environnement élabore, définit, dirige et coordonne les stratégies, programmes et initiatives, qui visent à améliorer la performance en matière de biodiversité et d''environnement des activités ayant un fort impact, ainsi qu''à améliorer la performance en matière de biodiversité dans le fonctionnement de la structure en conformité avec la règlementation et les objectifs de production et de rentabilité de la structure."
"A1312","3","definition","2","Définit de la stratégie biodiversité et du plan d''action"
"A1312","3","definition","3","Collabore avec des équipes pour intégrer les enjeux environnementaux et biodiversité dans les activités et les projets de développement"
"A1312","3","definition","4","Met en œuvre le programme d''actions incluant la sensibilisation et la formation des parties prenantes"
"A1312","3","definition","5","Peut mettre en place des études d''impact sur la biodiversité et des audits environnementaux, en fonction de l''activité et de la règlementation en vigueur"
"A1312","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 5 en écologie ou environnement et une expérience professionnelle dans le domaine."
"A1313","3","definition","1","Le chargé de mission environnement met en œuvre des politiques et des programmes de protection de l''environnement au sein des structures afin d''atténuer les impacts environnementaux des activités."
"A1313","3","definition","2","Évalue et analyse l''impact environnemental des activités (pollution, déchets, consommation d''énergie, ...)"
"A1313","3","definition","3","Elabore des préconisations et propose des solutions durables adaptées aux objectifs de production ou de rentabilité de la structure"
"A1313","3","definition","4","Conduit et coordonne les projets"
"A1313","3","definition","5","Surveille l''avancement des projets et assure le reporting pour mesurer les impacts et les résultats obtenus"
"A1313","3","definition","6","Collabore avec diverses parties prenantes pour promouvoir les meilleures pratiques environnementales"
"A1313","3","definition","7","Organise des campagnes de sensibilisation et des formations sur les enjeux environnementaux et écologiques"
"A1313","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac +5 en écologie, agronomie ou environnement."
"A1314","3","definition","1","L''halieute est un scientifique qui étudie les écosystèmes aquatiques dans leur ensemble, incluant les fonds marins."
"A1314","3","definition","2","Evalue les stocks de poissons dans une zone donnée"
"A1314","3","definition","3","Conseille sur les quotas ou règles de pêche adaptés"
"A1314","3","definition","4","Analyse la biologie des espèces (reproduction, croissance, mortalité, alimentation, répartition spatio-temporelle et le fonctionnement des écosystèmes aquatiques et marins dans lesquels elles évoluent"
