entity_id_a,source_a,entity_id_b,source_b,relation,confidence,method,validated,notes
OCC_afe0af7ee789,ROME,OCC_e8eadf46f8fb,ARBEITNOW,skos:relatedMatch,0.504,embeddings,pending,Architecte IoT - Internet des Objets <> Direction Infrastructure IT (H/F/D)
OCC_88068199c10c,ROME,OCC_a196178f2449,REMOTEOK,skos:relatedMatch,0.503,embeddings,pending,Spécialiste Jumeau Numérique <> Spécialiste en saisie de données
OCC_2e0e260cb4d7,REMOTEOK,OCC_4ccd24ba172d,ROME,skos:relatedMatch,0.503,embeddings,pending,Chef de produit - IA <> Spécialiste IA embarquée
OCC_bd8b9e27b797,ARBEITNOW,OCC_ccd1a82716dc,ESCO,skos:relatedMatch,0.502,embeddings,pending,Analyste quantitatif / Modélisateur financier (H/F/X) <> analyste de données
OCC_10dc41f6953f,ARBEITNOW,OCC_2e0e260cb4d7,REMOTEOK,skos:relatedMatch,0.502,embeddings,pending,Ingénieur(e) plateforme / DevOps (H/F/D) | Startup GovTech IA | Munich <> Chef de produit - IA
OCC_c5a485d17612,ROME,OCC_e57061351bc6,ESCO,skos:relatedMatch,0.502,embeddings,pending,Product builder no code <> développeur de logiciels/développeuse de logiciels
OCC_2e0e260cb4d7,REMOTEOK,OCC_ab046c951cca,ARBEITNOW,skos:relatedMatch,0.501,embeddings,pending,Chef de produit - IA <> Ingénieur(e) Backend fondateur (Go)
OCC_41c17d1e8957,ARBEITNOW,OCC_e77bc5408895,REMOTEOK,skos:relatedMatch,0.501,embeddings,pending,Architecte de solutions IA (H/F/D) <> Concepteur / Conceptrice d'interfaces
OCC_46b37f0135cb,ESCO,OCC_4ccd24ba172d,ROME,skos:relatedMatch,0.501,embeddings,pending,spécialiste de l’investigation numérique <> Spécialiste IA embarquée
OCC_45b81edc9b79,ARBEITNOW,OCC_4cb0c0a25225,ROME,skos:relatedMatch,0.5,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> Technicien / Technicienne Cloud
