entity_id,source,source_id,pref_label_en,pref_label_fr,alt_labels_en,alt_labels_fr,description_en,description_fr,esco_skill_type,esco_reuse_level,hard_soft_provisional,hard_soft_method,it_subtype
SKL_241018fcffdf,LIGHTCAST,KSXSX8J6S8V1GTDSTNX3,Database Permissions,,,,,,,,,lightcast_skill,data_databases
SKL_a758877569ac,LIGHTCAST,KS122QR676R99057JZMQ,Database Programmer's Toolkits,,,,,,,,,lightcast_skill,data_databases
SKL_2283f883e239,LIGHTCAST,BGSB9006479E76D47EFE,Database Programming,,,,,,,,,lightcast_skill,knowledge_general
SKL_e29adbd3f823,LIGHTCAST,KS122QR67M3DQDNP937T,Database Queries,,,,,,,,,lightcast_skill,data_databases
SKL_67c580e05b9d,LIGHTCAST,BGS3186462DB90AB7C7D,Database Query Tools,,,,,,,,,lightcast_skill,data_databases
SKL_3a030892d295,LIGHTCAST,KSXN5VQ6OO1JPQTFYN1O,Database Scanners,,,,,,,,,lightcast_skill,security
SKL_f62f506b740a,LIGHTCAST,KS122QR6WQ8M7BLY05B3,Database Schema,,,,,,,,,lightcast_skill,data_databases
SKL_573b2325e8e9,LIGHTCAST,KS122QR6X67DLSDM6GLB,Database Search Engine,,,,,,,,,lightcast_skill,web
SKL_2d4ff115977f,LIGHTCAST,KS122QS605532V3N3VR6,Database Security,,,,,,,,,lightcast_skill,security
SKL_68de6894e8dc,LIGHTCAST,KS122QP68CD2HZFTWP7F,Database Servers,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_ca8fc2caa7db,LIGHTCAST,BGS36C5119DD59EDA074,Database Software,,,,,,,,,lightcast_skill,data_databases
SKL_35283d6d99c8,LIGHTCAST,KS122QS6KJ569XHB35P3,Database Storage Structures,,,,,,,,,lightcast_skill,data_databases
SKL_dfaf19ae22a7,LIGHTCAST,ES58B589F1D2D5363714,Database Systems,,,,,,,,,lightcast_skill,data_databases
SKL_ee870c53048a,LIGHTCAST,KS122QS72H484C58V3K6,Database Testing,,,,,,,,,lightcast_skill,data_databases
SKL_f13b543cf0c7,LIGHTCAST,KS122QT6MC6R4M13RNLK,Database Theory,,,,,,,,,lightcast_skill,knowledge_general
SKL_cee26fb00a21,LIGHTCAST,KS122QT717GV4RMQZRD3,Database Transactions,,,,,,,,,lightcast_skill,data_databases
SKL_4f9605e39998,LIGHTCAST,KS122QV6XH9GT49KYGYD,Database Triggers,,,,,,,,,lightcast_skill,data_databases
SKL_6cf38ae59d78,LIGHTCAST,KS122QV72R050DBNK96S,Database Tuning,,,,,,,,,lightcast_skill,data_databases
SKL_4427117a712a,LIGHTCAST,BGS32E7ABED1EBD5B3BC,Database Upgrades,,,,,,,,,lightcast_skill,data_databases
SKL_aeae3d2e18a5,LIGHTCAST,KS122QW6Z07V721SF3M4,Database Virtualization,,,,,,,,,lightcast_skill,cloud_devops
SKL_85b5a8e2dfef,LIGHTCAST,BGSF74F8C0F4D6D3E7F2,Datacap,,,,,,,,,lightcast_skill,data_databases
SKL_6eb896e86e83,LIGHTCAST,KS122QY6MDT2BGLT8RYL,Datacom/DB,,,,,,,,,lightcast_skill,data_databases
SKL_b51283400bea,LIGHTCAST,KS5I3WO1Y13TIZNL6N46,Datadog,,,,,,,,,lightcast_skill,cloud_devops
SKL_7bfcc72fa9e8,LIGHTCAST,KSGOP7KBBCX5TFIGQEQP,Datafeed,,,,,,,,,lightcast_skill,web
SKL_be535a17d00a,LIGHTCAST,KS122P16DMVQL50L733L,Dataflow,,,,,,,,,lightcast_skill,cloud_devops
SKL_85a3e6d1e91d,LIGHTCAST,KSVSPJRPGW75PWUVG5KD,Dataframe,,,,,,,,,lightcast_skill,data_databases
SKL_03d8dd2b2486,LIGHTCAST,KSTF2WRJPLELUX2OV36X,Datapump,,,,,,,,,lightcast_skill,data_databases
SKL_ddbabe3c5fa0,LIGHTCAST,KSIF64ADSNL8EWGKPF0O,Dataset,,,,,,,,,lightcast_skill,data_databases
SKL_83245e6d2942,LIGHTCAST,KS122Q172DW2CZQZW5GH,Dataspaces,,,,,,,,,lightcast_skill,data_databases
SKL_913f05df2b40,LIGHTCAST,KSN1IQNZNYZU67CCG7GL,Datastax,,,,,,,,,lightcast_skill,data_databases
SKL_aeb5d073ed04,LIGHTCAST,KSK4W6XVJEKILOFMTD1P,Dataweave,,,,,,,,,lightcast_skill,data_databases
SKL_d17e78a8afee,LIGHTCAST,KSSSB6LTU0IQP7ZEKI57,Day Cq,,,,,,,,,lightcast_skill,web
SKL_ad99dbe42a33,LIGHTCAST,KS9WGWOZ2H89XI2D0LA7,DbFit,,,,,,,,,lightcast_skill,data_databases
SKL_4fd811b29ea2,LIGHTCAST,KSC16RGQL9A50RLP9WNH,DbUnit,,,,,,,,,lightcast_skill,programming_languages
SKL_eaf162a68d71,LIGHTCAST,KS4SH7RDEHF05WTIM2LE,DbVisualizer,,,,,,,,,lightcast_skill,data_databases
SKL_0a0d75a25af7,LIGHTCAST,KS122S8606ZY2MRCQG5R,Debian Linux,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_8bfeeb1fc3b5,LIGHTCAST,KS122SG5Y0Q5YQM7V8KT,Debugging,,,,,,,,,lightcast_skill,methodology
SKL_74e4684c05e1,LIGHTCAST,KS122SM6N8B3RNNTR8YM,Decision Tables,,,,,,,,,lightcast_skill,knowledge_general
SKL_c99e304a4877,LIGHTCAST,KSU1379WNSMI3D24RD2U,Decoding,,,,,,,,,lightcast_skill,networks
SKL_1d5f45e16552,LIGHTCAST,KSBZ9LW988KC56I219SP,Deep Learning,,,,,,,,,lightcast_skill,ai_ml
SKL_916a8b56b44c,LIGHTCAST,ES444F7110B700C46A8C,Deep Learning Methods,,,,,,,,,lightcast_skill,ai_ml
SKL_c99a6bd9c2b8,LIGHTCAST,KS122T26LMWCW4FCX6N1,Deep Linking,,,,,,,,,lightcast_skill,web
SKL_c57272e722e9,LIGHTCAST,KS122T26TP3Z35KNMYTN,Deep Packet Inspection,,,,,,,,,lightcast_skill,security
SKL_ca14ad318d03,LIGHTCAST,KS1236S6GWBT6T3FV0H4,Deep Six Operating System (DSOS),,,,,,,,,lightcast_skill,systems_infrastructure
SKL_2d0375ce801d,LIGHTCAST,KSHWF7TOJ3GQ8GC4DXSO,Deeplearning4j,,,,,,,,,lightcast_skill,ai_ml
SKL_ca7f471f767e,LIGHTCAST,ES1C7B8B3750A7478BC5,Defect Life Cycle,,,,,,,,,lightcast_skill,methodology
SKL_97dde73d02b5,LIGHTCAST,KS122T4649YBSJHD4ZWV,Defect Tracking,,,,,,,,,lightcast_skill,methodology
SKL_454bbf0f0dcf,LIGHTCAST,ES3CB5C2E6A34C936737,Defense In Depth,,,,,,,,,lightcast_skill,security
SKL_2542b9bb941e,LIGHTCAST,KS9ZSS5UNBOR9NT1GMGF,Delivery Pipelines,,,,,,,,,lightcast_skill,cloud_devops
SKL_d07c6f9da999,LIGHTCAST,ES2374A4ED11D54848A3,Dell Boomi (Integration Platform),,,,,,,,,lightcast_skill,cloud_devops
SKL_4dcc8868d138,LIGHTCAST,BGS25D814621EED4C6EB,Dell EMC UniSphere,,,,,,,,,lightcast_skill,data_databases
SKL_57d1df1339ee,LIGHTCAST,KS9ZW3LQT4K4H7HMFX4Y,Dell Equallogic,,,,,,,,,lightcast_skill,networks
SKL_36e2da777370,LIGHTCAST,KS1250F73556QG7JBJCT,Dell IDRAC,,,,,,,,,lightcast_skill,networks
SKL_47a32bd1d7f1,LIGHTCAST,KS127F06D7LY7MSVNLXZ,Dell OptiPlex,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_2cd7d4f3e358,LIGHTCAST,KS127ZC60RKVH696CYQZ,Dell PowerConnect,,,,,,,,,lightcast_skill,networks
SKL_8c362b1cfb8e,LIGHTCAST,KS127ZD6RTLKFNWVWNQ4,Dell PowerEdge,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_a640c35cc742,LIGHTCAST,KS127ZL6G6P9C6PTHF14,Dell PowerVault,,,,,,,,,lightcast_skill,data_databases
SKL_c3fd6b5baad7,LIGHTCAST,BGSDAE7DDA06C4486985,Dell Servers,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_0310e91477f1,LIGHTCAST,KS121506KTKS9MWXJPYP,Delphi (Programming Language),,,,,,,,,lightcast_skill,programming_languages
SKL_13bd10be3093,LIGHTCAST,KS1232W6X9N23MCY6P96,Demilitarized Zones (DMZ),,,,,,,,,lightcast_skill,security
SKL_4b870079a026,LIGHTCAST,KSU84TAPVFC5I20FBD7V,Denodo,,,,,,,,,lightcast_skill,data_databases
SKL_351e34fbf54c,LIGHTCAST,KSP4PXM03YAVDT77E0TK,Denormalization,,,,,,,,,lightcast_skill,data_databases
SKL_51b54a5cc10f,LIGHTCAST,ESFFF771696AA551A594,Department Of Defense (DoD) 8500 Series,,,,,,,,,lightcast_skill,security
SKL_e9ea2566d3a9,LIGHTCAST,ESFBDD57F739EF9EA129,Department Of Defense (DoD) 8510,,,,,,,,,lightcast_skill,security
SKL_92db78dcfcd2,LIGHTCAST,KSZ8KK08QNTPGPNOLIX7,Dependency Analysis,,,,,,,,,lightcast_skill,programming_languages
SKL_c662c2dfda0a,LIGHTCAST,KS122V3615X20HK635ZM,Dependency Injection,,,,,,,,,lightcast_skill,programming_languages
SKL_67c251557090,LIGHTCAST,KSD4I0NV1OBF8TURE08N,Dependency Management,,,,,,,,,lightcast_skill,it_management
SKL_5885633be7e7,LIGHTCAST,KSGXK4V37UJOG4OOJ2I5,Deployment Project,,,,,,,,,lightcast_skill,programming_languages
SKL_253fd727dff2,LIGHTCAST,KS47518RIPWGH34FUGXP,Deployment Support,,,,,,,,,lightcast_skill,it_management
SKL_d823a7bdd949,LIGHTCAST,BGS7AF3F90BBD90F2F21,Derivative TouchDesigner,,,,,,,,,lightcast_skill,programming_languages
SKL_f23ce29abaa4,LIGHTCAST,KST8RAW2GMV1KOYZVFNC,Deserialization,,,,,,,,,lightcast_skill,knowledge_general
SKL_465e24a908bc,LIGHTCAST,ESAD2206369EDB105AF8,Desired State Configuration,,,,,,,,,lightcast_skill,cloud_devops
SKL_1d05bc61d240,LIGHTCAST,BGSA038038FE0AE963C1,Deskside Support,,,,,,,,,lightcast_skill,it_management
SKL_da777e682375,LIGHTCAST,KS122RW5Z9809PV4SGDM,Desktop Cloud Visualization (DCV),,,,,,,,,lightcast_skill,cloud_devops
SKL_5ec661411bd2,LIGHTCAST,KS122VR6R5ZRQCKXX5R8,Desktop Computing,,,,,,,,,lightcast_skill,knowledge_general
SKL_c9d326a12539,LIGHTCAST,KS124H8672B9ZSM4WKKC,Desktop Environments,,,,,,,,,lightcast_skill,knowledge_general
SKL_deed17e8424b,LIGHTCAST,ES40C55AE5E1AA388487,Desktop Management,,,,,,,,,lightcast_skill,it_management
SKL_eb4871e59f68,LIGHTCAST,KS7G2PN5YHRMM2XMFK68,Desktop Management Interface,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_9312233984d6,LIGHTCAST,KS7UJS9H4HA52ZOGIY96,Desktop Sharing,,,,,,,,,lightcast_skill,it_management
SKL_6607c590adee,LIGHTCAST,KS122VX723B3JWX0KQD3,Desktop Support,,,,,,,,,lightcast_skill,it_management
SKL_95a3d0721148,LIGHTCAST,KS122VY659PCXBW5MLZF,Desktop Virtualization,,,,,,,,,lightcast_skill,cloud_devops
SKL_7ce5c78f96ce,LIGHTCAST,KS122VY6Z63Z9R2XL3F5,Desktop Window Management,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_a89d8da91cf4,LIGHTCAST,KSO8MQRT1BAUFICQOYRX,Dev Testing,,,,,,,,,lightcast_skill,programming_languages
SKL_23c009b463c3,LIGHTCAST,KS8CO2H9N3IQE4GU59H9,DevExpress,,,,,,,,,lightcast_skill,programming_languages
SKL_738730dbcf3b,LIGHTCAST,KS122W96T2T9J5PZ0VMP,DevOps,,,,,,,,,lightcast_skill,programming_languages
SKL_87105c4bcf9d,LIGHTCAST,ES377B09FC94503C5689,DevSecOps,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_733e52ed6b9b,LIGHTCAST,BGSC0E99B0E2391A7383,DevTrack,,,,,,,,,lightcast_skill,methodology
SKL_9590d3152467,LIGHTCAST,KSW99OV6GI361NH7DZVK,Developer Console,,,,,,,,,lightcast_skill,programming_languages
SKL_6fab00280e27,LIGHTCAST,KS122W867PQYM4N75YWR,Development Environment,,,,,,,,,lightcast_skill,programming_languages
SKL_fb73d742e890,LIGHTCAST,KS122WC5ZHZHYH70BL8P,Development Support,,,,,,,,,lightcast_skill,programming_languages
SKL_20d6e4d05cdb,LIGHTCAST,KS122WC71YYT5FVJT8WN,Development Testing,,,,,,,,,lightcast_skill,programming_languages
SKL_f14e9f909308,LIGHTCAST,KSV42PXAT2SZMV4EUX0V,Device Compatibility,,,,,,,,,lightcast_skill,programming_languages
SKL_aabb51812a50,LIGHTCAST,KS122WG5Y8L784S86KBH,Device Drivers,,,,,,,,,lightcast_skill,programming_languages
SKL_bbd7f6f7a465,LIGHTCAST,KS122WG6TSP1KJ4FQ5MR,Device Fingerprint,,,,,,,,,lightcast_skill,security
SKL_fa832ce52ebe,LIGHTCAST,KS122WW71S4Y0K8F9M31,Device Firmware Upgrades,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_4274f02e769e,LIGHTCAST,KS122WH6VB5HJM0YKXK9,Device Management,,,,,,,,,lightcast_skill,it_management
SKL_dfc1271f0786,LIGHTCAST,BGS960308282DD084E54,Device Setup,,,,,,,,,lightcast_skill,it_management
SKL_02d2caa3a82f,LIGHTCAST,KS122WH6YZ5L754SS9KC,Device Tracking Software,,,,,,,,,lightcast_skill,data_databases
SKL_9ff9911df79d,LIGHTCAST,KSJW07BQY4AJ9OFCUNVV,Devtools,,,,,,,,,lightcast_skill,programming_languages
SKL_bfda71df04a1,LIGHTCAST,KS581L86D8HWAAFTN55E,Dfsort,,,,,,,,,lightcast_skill,data_databases
SKL_f6d8281d18a6,LIGHTCAST,KS122N46K5VSPD2W9VRG,Dial-Up Internet Access,,,,,,,,,lightcast_skill,networks
SKL_9b0fc8b2d2d5,LIGHTCAST,KS122XD77FQP1QCMJ8Z6,Dialed Number Identification Service,,,,,,,,,lightcast_skill,networks
SKL_3df5200e2bc5,LIGHTCAST,BGS38BEA2C08536648D4,Dialog Programming,,,,,,,,,lightcast_skill,programming_languages
SKL_7d1d5d1bcfe4,LIGHTCAST,KS122XF6FVVMT5CH5TJN,Dialog Systems,,,,,,,,,lightcast_skill,ai_ml
SKL_9426d04b6070,LIGHTCAST,KS122XY6T7GHWSNLQQZC,Differentiated Services,,,,,,,,,lightcast_skill,networks
SKL_8378adad9e9f,LIGHTCAST,KS1236H61HM1MD4RK6VH,Differentiated Services Code Point,,,,,,,,,lightcast_skill,networks
SKL_f1662c1ecdac,LIGHTCAST,KS7G2FD6QX7MZGNZCJKT,Digital Access Carrier System,,,,,,,,,lightcast_skill,networks
SKL_4f0bb47d79b0,LIGHTCAST,KS122Y16L9HG0ZT7WVCN,Digital Architecture,,,,,,,,,lightcast_skill,programming_languages
SKL_500d98b3ec33,LIGHTCAST,ESA1E71CC7E4E083F2BC,Digital Assurance,,,,,,,,,lightcast_skill,methodology
SKL_c539edb20a47,LIGHTCAST,ESA8036BEDFA739E10D6,Digital Citizenship,,,,,,,,,lightcast_skill,knowledge_general
SKL_002aedabb3d0,LIGHTCAST,BGSFDCD44415E84E9A91,Digital Content Platforms,,,,,,,,,lightcast_skill,web
SKL_48d0a161f5b3,LIGHTCAST,KS122YB6HR9PW5FKBJ6T,Digital Data,,,,,,,,,lightcast_skill,knowledge_general
SKL_e2386912f263,LIGHTCAST,BGSDCC363A6DEBC3AB3B,Digital Guardian,,,,,,,,,lightcast_skill,security
SKL_61acd0a7c017,LIGHTCAST,ESB04BCB6189A2CB271E,Digital Literacy,,,,,,,,,lightcast_skill,knowledge_general
SKL_5b0501eb4fd2,LIGHTCAST,KS122Y470Z4DKMD9YT9H,Digital Mapping,,,,,,,,,lightcast_skill,data_databases
SKL_45a18a726d42,LIGHTCAST,KS7G4P86ZKYT2J0DC2WJ,Digital Network Architecture,,,,,,,,,lightcast_skill,networks
SKL_bf4b995b4fc5,LIGHTCAST,KS123346Q3HFFMZ07ZGY,Digital Network Control System,,,,,,,,,lightcast_skill,networks
SKL_dfc80c78dbaa,LIGHTCAST,KS1234W65DNZGZMZHYBQ,Digital Point Positioning Data Base,,,,,,,,,lightcast_skill,data_databases
SKL_eb4a97d82926,LIGHTCAST,ES4C2A5FE11A37D09DDD,Digital Rights Management,,,,,,,,,lightcast_skill,it_management
SKL_3bfec5b778ab,LIGHTCAST,KS122YZ6WNM52VC6ZKF1,Digital Security,,,,,,,,,lightcast_skill,security
SKL_aecedd147dda,LIGHTCAST,KS1236F68PJ8F8NQ02KV,Digital Signal 0,,,,,,,,,lightcast_skill,networks
SKL_05e407022afc,LIGHTCAST,KS1236G62J3K1JBJB87S,Digital Signal 1,,,,,,,,,lightcast_skill,networks
SKL_4b0db8b81fa7,LIGHTCAST,KS122Z078YN6BLBGC3RX,Digital Signals,,,,,,,,,lightcast_skill,networks
SKL_194f36428e83,LIGHTCAST,KS122Z15WTY702GDZ3RC,Digital Signature,,,,,,,,,lightcast_skill,security
SKL_1204c88a8403,LIGHTCAST,KS1236M6HFJZS13165XK,Digital Subscriber Line,,,,,,,,,lightcast_skill,networks
SKL_2b5d49150226,LIGHTCAST,KS1236M77X4TZK07SZ68,Digital Subscriber Line Access Multiplexer,,,,,,,,,lightcast_skill,networks
SKL_e8c2a68986cc,LIGHTCAST,KS122Z860C75JV7XGVST,Digital Systems,,,,,,,,,lightcast_skill,knowledge_general
SKL_5e3241141d9b,LIGHTCAST,KS122Z8647637KP0N1CC,Digital Technology,,,,,,,,,lightcast_skill,knowledge_general
SKL_a788015b3a02,LIGHTCAST,KS1237262K10TNCXZLMF,Digital Terrain Elevation Data (DTED),,,,,,,,,lightcast_skill,data_databases
SKL_703b18aecdc5,LIGHTCAST,ESC80C5E846C65F847EB,Digital Transformation,,,,,,,,,lightcast_skill,it_management
SKL_9dbba8804662,LIGHTCAST,KS122ZF75YVNLXW1BN4Q,Digitization,,,,,,,,,lightcast_skill,knowledge_general
SKL_4c02223e910f,LIGHTCAST,KS122ZM785T0N91VWNWL,Dimensional Modeling,,,,,,,,,lightcast_skill,data_databases
SKL_62ee0e121806,LIGHTCAST,KS1230872NSVC2CQBVCT,DirSync Pro,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_c0e5c1bacd4b,LIGHTCAST,KS122NK6SF115WDZ4HQH,Direct Access Storage Devices,,,,,,,,,lightcast_skill,data_databases
SKL_5d3e9a72f9b1,LIGHTCAST,KS1238366C7H0S5WG1TQ,Direct Web Remoting (Java),,,,,,,,,lightcast_skill,programming_languages
SKL_c6fa1cfb54ed,LIGHTCAST,BGSA27129572B20C211A,Direct-Attached Storage,,,,,,,,,lightcast_skill,data_databases
SKL_60f2da6f409e,LIGHTCAST,KS123006J674RCBW47QK,Direct3D,,,,,,,,,lightcast_skill,programming_languages
SKL_ae188b6bc128,LIGHTCAST,KS122ZZ6WK3KY3TKBTTS,DirectX (Software),,,,,,,,,lightcast_skill,programming_languages
SKL_47500c33144c,LIGHTCAST,KS5J3K6Y7LDQR5ZT9O09,Directory Permissions,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_1d1695d58560,LIGHTCAST,KS1230679RLKJGSJXRF8,Directory Service,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_1dd0719e6672,LIGHTCAST,KS123076H030P0BXT6Z8,Directory Structure,,,,,,,,,lightcast_skill,data_databases
SKL_73567f2cc4c3,LIGHTCAST,KSV1VEI9BJQK40UP3ZL7,Dirty Data,,,,,,,,,lightcast_skill,data_databases
SKL_f0e961ce4112,LIGHTCAST,KS1230F6Q3PKP7TXB2FV,Disassembler,,,,,,,,,lightcast_skill,programming_languages
SKL_401fd72800a3,LIGHTCAST,KS1230N5Z09NWDLW6XVX,Disciplined Agile Delivery,,,,,,,,,lightcast_skill,methodology
SKL_221a064cf2d8,LIGHTCAST,KS123786LSV37GSF27V8,Discontinuous Transmission,,,,,,,,,lightcast_skill,networks
SKL_13648bf61452,LIGHTCAST,KS1231067F5H03N759S5,Discrete Systems,,,,,,,,,lightcast_skill,knowledge_general
SKL_f721089ff01b,LIGHTCAST,KS128CH6VDZVBS0GV0QM,Disk Array Controllers,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_a010be0a62ba,LIGHTCAST,KS1231578HDCTBLK2X5R,Disk Arrays,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_8a15cac3c04c,LIGHTCAST,KS1230K72LD09D0F5S74,Disk Cloning,,,,,,,,,lightcast_skill,it_management
SKL_5b6a93efb0a6,LIGHTCAST,KS1235P6T5JX68GJK3GL,Disk Controller,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_805b9003132f,LIGHTCAST,KS122T96G4912DYTKGMC,Disk Defragmentation,,,,,,,,,lightcast_skill,data_databases
SKL_f1e4bc02f38b,LIGHTCAST,KS1251W5YQLF9WZP1KW8,Disk Imaging,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_01cd7f868f4c,LIGHTCAST,KSHEOCTV6L1F06RI9GLY,Disk Io,,,,,,,,,lightcast_skill,knowledge_general
SKL_ec1a8ff718dd,LIGHTCAST,KS1231C6CCZ9XTQC1QQF,Disk Operating Systems,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_f5841013fa9a,LIGHTCAST,KS1230L5ZWK36CD2ZJR9,Disk Storage,,,,,,,,,lightcast_skill,data_databases
SKL_a309150ec2e2,LIGHTCAST,KS1231G65FTVWC17GT4N,Disk Subsystems,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_917cf51f94f0,LIGHTCAST,KS1231L63TP5WF2KG755,DisplayPort,,,,,,,,,lightcast_skill,networks
SKL_2edd36924d20,LIGHTCAST,KS1237V71N77W3DFYNSY,Distance Vector Multicast Routing Protocol,,,,,,,,,lightcast_skill,networks
SKL_6cb086bd7858,LIGHTCAST,KS1231R639NPDJCBDBS6,Distributed Antenna Systems,,,,,,,,,lightcast_skill,networks
SKL_f02c5b2bd19e,LIGHTCAST,KS16IRYQZYF6WKIU70FO,Distributed Cache,,,,,,,,,lightcast_skill,cloud_devops
SKL_f926fa71dfd9,LIGHTCAST,KS1224769PSK7KF2BJNJ,Distributed Component Object Model,,,,,,,,,lightcast_skill,cloud_devops
SKL_c360a6aa2cd3,LIGHTCAST,KS12320732STS9N7XT64,Distributed Computing,,,,,,,,,lightcast_skill,cloud_devops
SKL_4f0bb1bdfc5a,LIGHTCAST,KS1231R70MKTVVGHC6TZ,Distributed Data Store,,,,,,,,,lightcast_skill,cloud_devops
SKL_7993f7efbfee,LIGHTCAST,KS1231T6GYWKY8L06BNB,Distributed Database,,,,,,,,,lightcast_skill,data_databases
SKL_4e226ddb5e65,LIGHTCAST,KS1231V6LZ103YM0LLL9,Distributed Design Patterns,,,,,,,,,lightcast_skill,cloud_devops
SKL_619571325927,LIGHTCAST,KS1231V6R2NFV7LSR4JJ,Distributed Development,,,,,,,,,lightcast_skill,programming_languages
SKL_392872df1be7,LIGHTCAST,KS122WR65W0M1GFHCW9W,Distributed File Systems,,,,,,,,,lightcast_skill,cloud_devops
SKL_00c4566ad64d,LIGHTCAST,KS1231W68Y7Y22FHWN1B,Distributed Firewall,,,,,,,,,lightcast_skill,security
SKL_33c9c62add62,LIGHTCAST,ES576324C14021E9F476,Distributed Ledgers,,,,,,,,,lightcast_skill,emerging_tech
SKL_e8cfdf16c4c4,LIGHTCAST,KS440JF6VRTCXZ7P1C7Z,Distributed Memory,,,,,,,,,lightcast_skill,cloud_devops
SKL_1e1e19757825,LIGHTCAST,KS1233677GS7GRR1HK6B,Distributed Network Protocol (DNP3),,,,,,,,,lightcast_skill,networks
SKL_a47232192c13,LIGHTCAST,KS123205XFD994GSX8MQ,Distributed Object,,,,,,,,,lightcast_skill,cloud_devops
SKL_f4e507673d4f,LIGHTCAST,KSB0GIGU84LMN8PSGJI6,Distributed Programming,,,,,,,,,lightcast_skill,cloud_devops
SKL_76a6f3766709,LIGHTCAST,KS1235C62P41Y1NMMC9H,Distributed Replicated Block Device,,,,,,,,,lightcast_skill,cloud_devops
SKL_2f6b9347e3f0,LIGHTCAST,KS7G2CJ73WJVPXF5TZYB,Distributed Resource Scheduler,,,,,,,,,lightcast_skill,cloud_devops
SKL_db48af491185,LIGHTCAST,KS1232067BVWWN9YF49F,Distributed Revision Control,,,,,,,,,lightcast_skill,cloud_devops
SKL_1046b9c7037a,LIGHTCAST,KSGFCFI0B0LFI8L4NE7J,Distributed Testing,,,,,,,,,lightcast_skill,methodology
SKL_f67fc78bc366,LIGHTCAST,KS12321635SBTMM5HXDR,Distributed Transaction,,,,,,,,,lightcast_skill,cloud_devops
SKL_71a8aabf691c,LIGHTCAST,KS1232D6PH6SBVWWPQWC,Django (Web Framework),,,,,,,,,lightcast_skill,web
SKL_a3db4b147cf6,LIGHTCAST,KS1232D74QJXKSNQC6WM,Djbdns,,,,,,,,,lightcast_skill,security
SKL_5899980c139e,LIGHTCAST,BGSC9EC2F7170172C1DA,Dlib (C++ Library),,,,,,,,,lightcast_skill,ai_ml
SKL_dc17b2408b0f,LIGHTCAST,ES71C56587D6C42B73B8,DoDAF,,,,,,,,,lightcast_skill,systems_infrastructure
SKL_b6e6215e0cbd,LIGHTCAST,KSY4WFI1S164RQUBSPCC,Docker (Software),,,,,,,,,lightcast_skill,programming_languages
SKL_44ce6b80910a,LIGHTCAST,BGS24B020F89FB7BC0E3,Docker Compose,,,,,,,,,lightcast_skill,programming_languages
SKL_53826587abdd,LIGHTCAST,KS6J3XWZEB5IQYXJE27M,Docker Container,,,,,,,,,lightcast_skill,programming_languages
SKL_b057ae25689c,LIGHTCAST,KS61ZX00TEDMBSZ60YHX,Docker Engine,,,,,,,,,lightcast_skill,programming_languages
SKL_d09ed700b27f,LIGHTCAST,BGSDB04BC27B4EC647E5,Docker Hub,,,,,,,,,lightcast_skill,programming_languages
SKL_37911c1d7f65,LIGHTCAST,BGSBA039800FDDE43299,Docker Machine,,,,,,,,,lightcast_skill,cloud_devops
SKL_70d15ad0a6cb,LIGHTCAST,KS98FOOTUROMAWNASKVR,Docker Swarm,,,,,,,,,lightcast_skill,cloud_devops
SKL_94a784c7bb6a,LIGHTCAST,KSMQOXR20589Y8VYOB6U,Dockerfile,,,,,,,,,lightcast_skill,programming_languages
SKL_019d7e88b3a2,LIGHTCAST,KS7G0PC66S48SQHVVW09,Docking (Computers),,,,,,,,,lightcast_skill,systems_infrastructure
SKL_5f2d10faf9f7,LIGHTCAST,KS1235274GWMRS8WMDNB,Doctrine Query Language (DQL),,,,,,,,,lightcast_skill,data_databases
SKL_c67b864fc190,LIGHTCAST,KS1233L643XCFSRZDSB8,Document Composition,,,,,,,,,lightcast_skill,programming_languages
SKL_57d7bad88c7c,LIGHTCAST,KS1233M7170WYZ70Y959,Document Object Model,,,,,,,,,lightcast_skill,programming_languages
SKL_49eaffa566fa,LIGHTCAST,KS1233Q6FZQ47JKTG3TC,Document Structure Description,,,,,,,,,lightcast_skill,programming_languages
SKL_25b0e6c8401f,LIGHTCAST,KS1233Q6G369JB7LTX82,Document Type Definition,,,,,,,,,lightcast_skill,programming_languages
SKL_0509113153a5,LIGHTCAST,KS1233L645QDKLXSG1XY,Document-Oriented Databases,,,,,,,,,lightcast_skill,data_databases
SKL_2ded5e161c27,LIGHTCAST,KSKXWKPYXOLCO2CU6WAR,Document.write,,,,,,,,,lightcast_skill,programming_languages
